processId,ginnerId,seasonId,programId,noOfbales,got,totalQty,lotNo,reelLotNo,staple_length,strength,mic,uniformity,rd_value,pressNo
25794,156,9,5,100,35,47615.5,9,BL-REEPASIGCG23122023/135,,,1,1,1,Jan-99
